[Equity Support - Nearing List]
Symbol,Rank,Lot,MTF,Quality Score,LTP,Day Gap%,Week Gap%,Month Gap%,Volatility%,Details
EG,820,100,1.0,3,335.63,9.89,9.89,27.13,2.1,(Stock Name: Everest Group, Ltd.; Sector: Financial Services; Intrinsic: 384.2; Revenue: 1734 cr; Net Profit: 201 cr; Recommended: buy; Projected High: 472.0; Projected Medium: 380.0; Projected Low: 344.0; All time high: 417.92 => 20.0%; SMA 200: 334.15 => 0.44%; RSI: 47.3; Day Volatility: 2.1; Week Volatility: 4.58; Month Volatility: 10.24; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 302.44 => 9.89%; Week Support: 302.44 => 9.89%; Month Support: 244.58 => 27.13%; Day NWE: 317.24 => 5.48%; Week NWE: 313.24 => 6.67%; Month NWE: 285.9 => 14.82%)
NRDS,4002,100,1.0,2,8.38,9.9,9.9,9.9,3.44,(Stock Name: NerdWallet, Inc.; Sector: Communication Services; Intrinsic: 5.11; Revenue: 85 cr; Net Profit: 7 cr; Recommended: none; Projected High: 15.0; Projected Medium: 12.0; Projected Low: 9.0; All time high: 34.44 => 76.0%; SMA 200: 11.3 => -34.83%; RSI: 44.93; Day Volatility: 3.44; Week Volatility: 12.33; Month Volatility: 28.5; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 7.55 => 9.9%; Week Support: 7.55 => 9.9%; Month Support: 7.55 => 9.9%; Day NWE: 6.77 => 19.21%; Week NWE: 6.12 => 26.97%; Month NWE: 0.0 => 100.0%)
LBTYA,2217,100,1.0,0,11.2,9.91,9.91,30.95,3.97,(Stock Name: Liberty Global Ltd.; Sector: Communication Services; Intrinsic: 28.11; Revenue: 498 cr; Net Profit: -546 cr; Recommended: none; Projected High: 25.0; Projected Medium: 13.0; Projected Low: 9.9; All time high: 24.93 => 55.0%; SMA 200: 11.57 => -3.34%; RSI: 37.83; Day Volatility: 3.97; Week Volatility: 8.19; Month Volatility: 13.02; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 10.09 => 9.91%; Week Support: 10.09 => 9.91%; Month Support: 7.73 => 30.95%; Day NWE: 10.95 => 2.23%; Week NWE: 10.34 => 7.72%; Month NWE: 8.58 => 23.41%)
AWR,1872,100,1.0,4,77.11,9.93,9.93,14.37,2.42,(Stock Name: American States Water Company; Sector: Utilities; Intrinsic: 27.14; Revenue: 68 cr; Net Profit: 13 cr; Recommended: none; Projected High: 76.0; Projected Medium: 76.0; Projected Low: 76.0; All time high: 103.77 => 26.0%; SMA 200: 74.52 => 3.36%; RSI: 49.71; Day Volatility: 2.42; Week Volatility: 3.92; Month Volatility: 6.93; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 69.45 => 9.93%; Week Support: 69.45 => 9.93%; Month Support: 66.03 => 14.37%; Day NWE: 74.04 => 3.98%; Week NWE: 71.25 => 7.59%; Month NWE: 61.99 => 19.61%)
SO,162,100,1.0,4,93.09,9.98,9.98,33.87,1.96,(Stock Name: Southern Company (The); Sector: Utilities; Intrinsic: 32.93; Revenue: 3018 cr; Net Profit: 436 cr; Recommended: hold; Projected High: 114.0; Projected Medium: 101.0; Projected Low: 81.0; All time high: 100.84 => 8.0%; SMA 200: 92.51 => 0.62%; RSI: 49.83; Day Volatility: 1.96; Week Volatility: 3.92; Month Volatility: 7.22; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 83.8 => 9.98%; Week Support: 83.8 => 9.98%; Month Support: 61.56 => 33.87%; Day NWE: 88.82 => 4.58%; Week NWE: 86.23 => 7.37%; Month NWE: 82.11 => 11.79%)
[Equity Support - Hit List]
Symbol,Rank,Lot,MTF,Quality Score,LTP,Day Gap%,Week Gap%,Month Gap%,Volatility%,Details
PSKY,942,100,1.0,0,9.94,-0.1,-0.1,4.02,4.74,(Stock Name: Paramount Skydance Corporation; Sector: Communication Services; Intrinsic: 10.47; Revenue: 2905 cr; Net Profit: -61 cr; Recommended: none; Projected High: 20.0; Projected Medium: 12.0; Projected Low: 7.0; All time high: 101.97 => 90.0%; SMA 200: 13.01 => -30.88%; RSI: 40.51; Day Volatility: 4.74; Week Volatility: 10.59; Month Volatility: 30.09; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 9.95 => -0.1%; Week Support: 9.95 => -0.1%; Month Support: 9.54 => 4.02%; Day NWE: 8.64 => 13.08%; Week NWE: 7.82 => 21.31%; Month NWE: -0.29 => 102.94%)
SUZ,968,100,1.0,3,8.39,-0.24,-0.24,-0.24,2.48,(Stock Name: Suzano S.A.; Sector: Basic Materials; Intrinsic: 7.71; Revenue: 4953 cr; Net Profit: 1137 cr; Recommended: buy; Projected High: 14.5; Projected Medium: 12.8; Projected Low: 10.0; All time high: 14.44 => 42.0%; SMA 200: 9.35 => -11.43%; RSI: 50.41; Day Volatility: 2.48; Week Volatility: 4.93; Month Volatility: 15.32; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 8.41 => -0.24%; Week Support: 8.41 => -0.24%; Month Support: 8.41 => -0.24%; Day NWE: 7.3 => 13.02%; Week NWE: 7.76 => 7.54%; Month NWE: 6.39 => 23.84%)
YORW,3426,100,1.0,3,29.53,-0.51,-0.51,-24.79,2.02,(Stock Name: The York Water Company; Sector: Utilities; Intrinsic: 16.76; Revenue: 8 cr; Net Profit: 2 cr; Recommended: none; Projected High: 30.0; Projected Medium: 30.0; Projected Low: 30.0; All time high: 53.77 => 45.0%; SMA 200: 31.4 => -6.33%; RSI: 46.02; Day Volatility: 2.02; Week Volatility: 3.27; Month Volatility: 9.44; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 29.68 => -0.51%; Week Support: 29.68 => -0.51%; Month Support: 36.85 => -24.79%; Day NWE: 28.33 => 4.05%; Week NWE: 27.04 => 8.43%; Month NWE: 25.01 => 15.32%)
GEL,2304,100,1.0,3,14.47,-0.55,-0.55,31.86,4.41,(Stock Name: Genesis Energy, L.P.; Sector: Energy; Intrinsic: -2.8; Revenue: 168 cr; Net Profit: -2 cr; Recommended: none; Projected High: 20.0; Projected Medium: 20.0; Projected Low: 18.0; All time high: 57.47 => 75.0%; SMA 200: 16.44 => -13.63%; RSI: 35.36; Day Volatility: 4.41; Week Volatility: 7.34; Month Volatility: 12.89; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 14.55 => -0.55%; Week Support: 14.55 => -0.55%; Month Support: 9.86 => 31.86%; Day NWE: 14.07 => 2.77%; Week NWE: 13.84 => 4.33%; Month NWE: 11.1 => 23.26%)
UIS,4117,100,1.0,-2,3.54,-0.56,-0.56,26.55,6.72,(Stock Name: Unisys Corporation New; Sector: Technology; Intrinsic: -3.96; Revenue: 196 cr; Net Profit: -35 cr; Recommended: none; Projected High: 7.0; Projected Medium: 6.0; Projected Low: 3.0; All time high: 41.32 => 91.0%; SMA 200: 3.01 => 15.04%; RSI: 47.74; Day Volatility: 6.72; Week Volatility: 20.54; Month Volatility: 27.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 3.56 => -0.56%; Week Support: 3.56 => -0.56%; Month Support: 2.6 => 26.55%; Day NWE: 3.21 => 9.32%; Week NWE: 1.41 => 60.03%; Month NWE: -3.64 => 202.82%)
BBW,3588,100,1.0,1,32.37,-0.56,-0.56,61.48,4.61,(Stock Name: Build-A-Bear Workshop, Inc.; Sector: Consumer Cyclical; Intrinsic: 12.93; Revenue: 53 cr; Net Profit: 6 cr; Recommended: strong_buy; Projected High: 65.0; Projected Medium: 60.0; Projected Low: 60.0; All time high: 75.85 => 57.0%; SMA 200: 50.59 => -56.27%; RSI: 37.42; Day Volatility: 4.61; Week Volatility: 10.8; Month Volatility: 33.16; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 32.55 => -0.56%; Week Support: 32.55 => -0.56%; Month Support: 12.47 => 61.48%; Day NWE: 26.96 => 16.7%; Week NWE: 21.83 => 32.56%; Month NWE: 36.16 => -11.7%)
CCU,2161,100,1.0,3,11.28,-0.62,-0.62,11.35,3.61,
VYX,2765,100,1.0,1,7.49,-0.8,-0.8,-47.93,7.0,(Stock Name: NCR Voyix Corporation; Sector: Technology; Intrinsic: 6.7; Revenue: 268 cr; Net Profit: 4 cr; Recommended: buy; Projected High: 18.0; Projected Medium: 12.0; Projected Low: 9.0; All time high: 30.67 => 76.0%; SMA 200: 9.37 => -25.1%; RSI: 57.01; Day Volatility: 7.0; Week Volatility: 14.53; Month Volatility: 25.63; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 7.55 => -0.8%; Week Support: 7.55 => -0.8%; Month Support: 11.08 => -47.93%; Day NWE: 6.01 => 19.73%; Week NWE: 4.33 => 42.24%; Month NWE: 2.83 => 62.28%)
SCVL,3510,100,1.0,1,16.01,-0.81,-0.81,-20.17,5.63,(Stock Name: Shoe Carnival, Inc.; Sector: Consumer Cyclical; Intrinsic: 24.8; Revenue: 113 cr; Net Profit: 4 cr; Recommended: buy; Projected High: 22.0; Projected Medium: 22.0; Projected Low: 22.0; All time high: 46.92 => 66.0%; SMA 200: 18.73 => -16.99%; RSI: 40.65; Day Volatility: 5.63; Week Volatility: 11.32; Month Volatility: 20.27; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 16.14 => -0.81%; Week Support: 16.14 => -0.81%; Month Support: 19.24 => -20.17%; Day NWE: 14.61 => 8.74%; Week NWE: 10.91 => 31.85%; Month NWE: 7.87 => 50.86%)
ROL,616,100,1.0,5,44.96,-0.85,-0.85,28.4,2.13,(Stock Name: Rollins, Inc.; Sector: Consumer Cyclical; Intrinsic: 2.86; Revenue: 384 cr; Net Profit: 53 cr; Recommended: none; Projected High: 72.0; Projected Medium: 66.5; Projected Low: 50.0; All time high: 66.14 => 32.0%; SMA 200: 56.94 => -26.66%; RSI: 27.95; Day Volatility: 2.13; Week Volatility: 6.9; Month Volatility: 15.06; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 45.34 => -0.85%; Week Support: 45.34 => -0.85%; Month Support: 32.19 => 28.4%; Day NWE: 42.54 => 5.37%; Week NWE: 46.39 => -3.17%; Month NWE: 47.59 => -5.85%)
LUCK,3241,100,1.0,-2,7.59,-0.95,-0.95,-16.6,8.54,(Stock Name: LUCKY STRIKE ENTERTAINMENT CORP; Sector: Consumer Cyclical; Intrinsic: -2.65; Revenue: 124 cr; Net Profit: -9 cr; Recommended: buy; Projected High: 15.0; Projected Medium: 9.5; Projected Low: 6.0; All time high: 17.45 => 57.0%; SMA 200: 8.55 => -12.58%; RSI: 42.28; Day Volatility: 8.54; Week Volatility: 16.93; Month Volatility: 27.09; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 7.66 => -0.95%; Week Support: 7.66 => -0.95%; Month Support: 8.85 => -16.6%; Day NWE: 6.94 => 8.55%; Week NWE: 6.53 => 13.98%; Month NWE: 0.0 => 100.0%)
HTGC,1913,100,1.0,4,15.49,-1.03,-1.03,29.37,1.61,(Stock Name: Hercules Capital, Inc.; Sector: Financial Services; Intrinsic: 12.07; Revenue: 55 cr; Net Profit: 33 cr; Recommended: buy; Projected High: 25.0; Projected Medium: 19.25; Projected Low: 15.5; All time high: 22.04 => 30.0%; SMA 200: 16.96 => -9.49%; RSI: 49.25; Day Volatility: 1.61; Week Volatility: 4.21; Month Volatility: 11.46; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 15.65 => -1.03%; Week Support: 15.65 => -1.03%; Month Support: 10.94 => 29.37%; Day NWE: 14.14 => 8.72%; Week NWE: 13.17 => 15.01%; Month NWE: 13.67 => 11.74%)
AOS,1260,100,1.0,2,58.22,-1.05,-8.14,-1.05,3.01,(Stock Name: A.O. Smith Corporation; Sector: Industrials; Intrinsic: 13.63; Revenue: 381 cr; Net Profit: 53 cr; Recommended: hold; Projected High: 84.0; Projected Medium: 70.0; Projected Low: 59.0; All time high: 92.45 => 37.0%; SMA 200: 67.55 => -16.03%; RSI: 48.14; Day Volatility: 3.01; Week Volatility: 5.35; Month Volatility: 14.32; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 58.83 => -1.05%; Week Support: 62.96 => -8.14%; Month Support: 58.83 => -1.05%; Day NWE: 52.05 => 10.61%; Week NWE: 50.58 => 13.12%; Month NWE: 50.54 => 13.2%)
QLYS,1648,100,1.0,4,111.3,-1.18,-1.18,9.16,4.34,(Stock Name: Qualys, Inc.; Sector: Technology; Intrinsic: 16.11; Revenue: 68 cr; Net Profit: 20 cr; Recommended: hold; Projected High: 161.0; Projected Medium: 96.0; Projected Low: 85.0; All time high: 206.35 => 46.0%; SMA 200: 117.57 => -5.63%; RSI: 61.78; Day Volatility: 4.34; Week Volatility: 9.47; Month Volatility: 20.36; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 112.61 => -1.18%; Week Support: 112.61 => -1.18%; Month Support: 101.1 => 9.16%; Day NWE: 95.74 => 13.98%; Week NWE: 73.64 => 33.84%; Month NWE: 82.84 => 25.57%)
SVC,2717,100,1.0,-3,1.69,-1.18,-1.18,-175.15,4.1,(Stock Name: Service Properties Trust - Shar; Sector: Real Estate; Intrinsic: 2.94; Revenue: 174 cr; Net Profit: -24 cr; Recommended: buy; Projected High: 3.5; Projected Medium: 2.5; Projected Low: 1.5; All time high: 33.96 => 95.0%; SMA 200: 1.99 => -17.47%; RSI: 54.19; Day Volatility: 4.1; Week Volatility: 10.4; Month Volatility: 29.33; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.71 => -1.18%; Week Support: 1.71 => -1.18%; Month Support: 4.65 => -175.15%; Day NWE: 1.33 => 21.32%; Week NWE: 0.7 => 58.46%; Month NWE: -2.9 => 271.57%)
SHOE,3516,100,1.0,1,15.94,-1.25,-1.25,-20.7,5.38,(Stock Name: Shoe Station Group, Inc.; Sector: Consumer Cyclical; Intrinsic: 24.8; Revenue: 113 cr; Net Profit: 4 cr; Recommended: none; Projected High: 22.0; Projected Medium: 22.0; Projected Low: 22.0; All time high: 46.92 => 66.0%; SMA 200: 18.7 => -17.33%; RSI: 40.11; Day Volatility: 5.38; Week Volatility: 10.06; Month Volatility: 22.32; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 16.14 => -1.25%; Week Support: 16.14 => -1.25%; Month Support: 19.24 => -20.7%; Day NWE: 14.49 => 9.08%; Week NWE: 11.12 => 30.25%; Month NWE: 7.69 => 51.74%)
ARCC,837,100,1.0,4,18.03,-1.28,-1.28,-1.28,1.7,(Stock Name: Ares Capital Corporation; Sector: Financial Services; Intrinsic: 19.59; Revenue: 308 cr; Net Profit: 115 cr; Recommended: buy; Projected High: 23.0; Projected Medium: 21.0; Projected Low: 19.0; All time high: 23.84 => 24.0%; SMA 200: 19.66 => -9.04%; RSI: 34.65; Day Volatility: 1.7; Week Volatility: 3.56; Month Volatility: 8.18; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 18.26 => -1.28%; Week Support: 18.26 => -1.28%; Month Support: 18.26 => -1.28%; Day NWE: 17.82 => 1.16%; Week NWE: 16.95 => 5.99%; Month NWE: 16.87 => 6.46%)
DYAI,5577,100,1.0,-1,0.7,-1.28,-1.28,-59.77,7.74,(Stock Name: Dyadic International, Inc.; Sector: Healthcare; Intrinsic: 0.03; Revenue: 0 cr; Net Profit: -1 cr; Recommended: strong_buy; Projected High: 9.0; Projected Medium: 7.0; Projected Low: 5.0; All time high: 10.98 => 94.0%; SMA 200: 0.92 => -30.7%; RSI: 36.13; Day Volatility: 7.74; Week Volatility: 19.56; Month Volatility: 34.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.71 => -1.28%; Week Support: 0.71 => -1.28%; Month Support: 1.12 => -59.77%; Day NWE: 0.64 => 8.2%; Week NWE: 0.39 => 44.09%; Month NWE: -0.96 => 236.73%)
ZBH,715,100,1.0,5,87.97,-1.42,-1.42,-15.95,2.33,(Stock Name: Zimmer Biomet Holdings, Inc.; Sector: Healthcare; Intrinsic: 65.53; Revenue: 841 cr; Net Profit: 76 cr; Recommended: hold; Projected High: 130.0; Projected Medium: 94.0; Projected Low: 83.0; All time high: 175.11 => 50.0%; SMA 200: 92.51 => -5.17%; RSI: 54.51; Day Volatility: 2.33; Week Volatility: 5.04; Month Volatility: 13.74; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 89.22 => -1.42%; Week Support: 89.22 => -1.42%; Month Support: 102.0 => -15.95%; Day NWE: 79.07 => 10.12%; Week NWE: 77.09 => 12.36%; Month NWE: 67.35 => 23.44%)
DHR,137,100,1.0,4,177.17,-1.61,-1.61,3.48,2.38,(Stock Name: Danaher Corporation; Sector: Healthcare; Intrinsic: 74.82; Revenue: 2478 cr; Net Profit: 368 cr; Recommended: strong_buy; Projected High: 310.0; Projected Medium: 245.0; Projected Low: 200.0; All time high: 296.06 => 40.0%; SMA 200: 204.22 => -15.27%; RSI: 46.76; Day Volatility: 2.38; Week Volatility: 6.58; Month Volatility: 12.27; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 180.03 => -1.61%; Week Support: 180.03 => -1.61%; Month Support: 171.0 => 3.48%; Day NWE: 162.93 => 8.04%; Week NWE: 147.85 => 16.55%; Month NWE: 151.01 => 14.76%)
LPX,1393,100,1.0,2,77.56,-1.62,-1.62,36.22,3.86,(Stock Name: Louisiana-Pacific Corporation; Sector: Industrials; Intrinsic: 24.71; Revenue: 256 cr; Net Profit: 8 cr; Recommended: buy; Projected High: 107.0; Projected Medium: 93.5; Projected Low: 66.0; All time high: 122.87 => 37.0%; SMA 200: 82.01 => -5.74%; RSI: 59.17; Day Volatility: 3.86; Week Volatility: 8.46; Month Volatility: 17.01; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 78.82 => -1.62%; Week Support: 78.82 => -1.62%; Month Support: 49.47 => 36.22%; Day NWE: 65.83 => 15.13%; Week NWE: 58.34 => 24.78%; Month NWE: 63.61 => 17.99%)
BJ,939,100,1.0,5,85.22,-1.71,-1.71,29.21,2.6,(Stock Name: BJ's Wholesale Club Holdings, I; Sector: Consumer Defensive; Intrinsic: 16.65; Revenue: 2197 cr; Net Profit: 57 cr; Recommended: buy; Projected High: 120.0; Projected Medium: 100.0; Projected Low: 79.0; All time high: 121.1 => 30.0%; SMA 200: 93.79 => -10.06%; RSI: 37.65; Day Volatility: 2.6; Week Volatility: 7.84; Month Volatility: 13.07; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 86.68 => -1.71%; Week Support: 86.68 => -1.71%; Month Support: 60.33 => 29.21%; Day NWE: 83.15 => 2.43%; Week NWE: 79.18 => 7.09%; Month NWE: 0.0 => 100.0%)
AVB,554,100,1.0,4,177.32,-1.74,-1.74,13.68,2.14,(Stock Name: AvalonBay Communities, Inc.; Sector: Real Estate; Intrinsic: 82.72; Revenue: 306 cr; Net Profit: 114 cr; Recommended: buy; Projected High: 221.0; Projected Medium: 196.5; Projected Low: 172.0; All time high: 259.05 => 32.0%; SMA 200: 180.23 => -1.64%; RSI: 37.52; Day Volatility: 2.14; Week Volatility: 4.27; Month Volatility: 8.32; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 180.4 => -1.74%; Week Support: 180.4 => -1.74%; Month Support: 153.07 => 13.68%; Day NWE: 175.2 => 1.2%; Week NWE: 162.06 => 8.6%; Month NWE: 139.57 => 21.29%)
MCD,85,100,1.0,5,278.61,-1.74,-1.74,12.59,1.69,(Stock Name: McDonald's Corporation; Sector: Consumer Cyclical; Intrinsic: -1.81; Revenue: 2745 cr; Net Profit: 868 cr; Recommended: buy; Projected High: 407.0; Projected Medium: 330.0; Projected Low: 250.0; All time high: 341.75 => 18.0%; SMA 200: 305.29 => -9.58%; RSI: 43.67; Day Volatility: 1.69; Week Volatility: 3.69; Month Volatility: 8.65; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 283.47 => -1.74%; Week Support: 283.47 => -1.74%; Month Support: 243.53 => 12.59%; Day NWE: 265.12 => 4.84%; Week NWE: 264.33 => 5.12%; Month NWE: 269.16 => 3.39%)
NFG,1185,100,1.0,4,75.89,-1.75,-1.75,40.28,1.87,(Stock Name: National Fuel Gas Company; Sector: Energy; Intrinsic: 40.25; Revenue: 251 cr; Net Profit: 69 cr; Recommended: buy; Projected High: 110.0; Projected Medium: 101.5; Projected Low: 93.0; All time high: 97.06 => 22.0%; SMA 200: 84.8 => -11.74%; RSI: 32.64; Day Volatility: 1.87; Week Volatility: 4.71; Month Volatility: 9.79; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 77.22 => -1.75%; Week Support: 77.22 => -1.75%; Month Support: 45.32 => 40.28%; Day NWE: 70.92 => 6.55%; Week NWE: 72.37 => 4.64%; Month NWE: 67.92 => 10.5%)
QGEN,1146,100,1.0,3,36.95,-1.84,-1.84,-1.84,2.1,(Stock Name: Qiagen N.V.; Sector: Healthcare; Intrinsic: 16.15; Revenue: 210 cr; Net Profit: 40 cr; Recommended: buy; Projected High: 59.0; Projected Medium: 43.0; Projected Low: 36.0; All time high: 60.89 => 39.0%; SMA 200: 43.97 => -19.01%; RSI: 52.99; Day Volatility: 2.1; Week Volatility: 5.23; Month Volatility: 19.28; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 37.63 => -1.84%; Week Support: 37.63 => -1.84%; Month Support: 37.63 => -1.84%; Day NWE: 31.99 => 13.42%; Week NWE: 30.83 => 16.56%; Month NWE: 35.22 => 4.67%)
AON,269,100,1.0,4,317.74,-1.89,-1.89,15.64,2.57,(Stock Name: Aon plc; Sector: Financial Services; Intrinsic: 46.04; Revenue: 1749 cr; Net Profit: 394 cr; Recommended: buy; Projected High: 436.0; Projected Medium: 389.0; Projected Low: 298.0; All time high: 412.97 => 23.0%; SMA 200: 337.89 => -6.34%; RSI: 43.24; Day Volatility: 2.57; Week Volatility: 5.0; Month Volatility: 9.98; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 323.73 => -1.89%; Week Support: 323.73 => -1.89%; Month Support: 268.06 => 15.64%; Day NWE: 308.97 => 2.76%; Week NWE: 285.91 => 10.02%; Month NWE: 289.75 => 8.81%)
XP,1278,100,1.0,4,15.3,-2.02,-2.02,29.28,4.22,(Stock Name: XP Inc.; Sector: Financial Services; Intrinsic: 9.08; Revenue: 1818 cr; Net Profit: 524 cr; Recommended: buy; Projected High: 26.336891; Projected Medium: 24.299028; Projected Low: 18.486408; All time high: 53.08 => 71.0%; SMA 200: 18.39 => -20.2%; RSI: 37.36; Day Volatility: 4.22; Week Volatility: 10.3; Month Volatility: 26.32; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 15.61 => -2.02%; Week Support: 15.61 => -2.02%; Month Support: 10.82 => 29.28%; Day NWE: 13.32 => 12.93%; Week NWE: 13.83 => 9.61%; Month NWE: 0.0 => 100.0%)
MNDO,5677,100,1.0,2,0.96,-2.08,-2.08,-51.04,4.0,(Stock Name: MIND C.T.I. Ltd.; Sector: Technology; Intrinsic: 1.13; Revenue: 2 cr; Net Profit: 0 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 4.26 => 77.0%; SMA 200: 1.12 => -16.83%; RSI: 49.25; Day Volatility: 4.0; Week Volatility: 8.36; Month Volatility: 15.81; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.98 => -2.08%; Week Support: 0.98 => -2.08%; Month Support: 1.45 => -51.04%; Day NWE: 0.86 => 10.31%; Week NWE: 0.77 => 19.54%; Month NWE: 0.62 => 35.91%)
CLBT,1824,100,1.0,4,12.83,-2.1,-2.1,70.38,4.18,(Stock Name: Cellebrite DI Ltd.; Sector: Technology; Intrinsic: 2.07; Revenue: 50 cr; Net Profit: 7 cr; Recommended: none; Projected High: 28.0; Projected Medium: 20.0; Projected Low: 15.0; All time high: 26.3 => 51.0%; SMA 200: 15.73 => -22.6%; RSI: 45.25; Day Volatility: 4.18; Week Volatility: 13.0; Month Volatility: 26.79; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 13.1 => -2.1%; Week Support: 13.1 => -2.1%; Month Support: 3.8 => 70.38%; Day NWE: 11.43 => 10.89%; Week NWE: 8.65 => 32.57%; Month NWE: 0.0 => 100.0%)
